County,Agency,Sworn,Reserve,Dispatcher,Total,Year,Snapshot,SourceFile,Full-Time Sworn
ALAMEDA COUNTY,BAY AREA RAPID TRANSIT PD,187.0,0,17,204,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,BERKELEY PD,166.0,20,31,217,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,CSU EAST BAY PD,14.0,0,6,20,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,EAST BAY REG PARK DPS,56.0,3,14,73,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,EMERYVILLE PD,36.0,0,13,49,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,FREMONT PD,174.0,10,26,210,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,HAYWARD PD,179.0,28,26,233,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,LIVERMORE PD,79.0,7,22,108,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,MORAGA PD,12.0,4,0,16,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,NEWARK PD,56.0,3,12,71,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,OAKLAND CITY HOUSING AUTH PD,33.0,3,0,36,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,OAKLAND PD,647.0,11,66,724,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,OAKLAND USD PD,17.0,0,0,17,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,OHLONE CCD PD,2.0,0,0,2,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,PIEDMONT PD,19.0,5,7,31,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,PLEASANTON PD,80.0,1,17,98,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,SAN LEANDRO PD,91.0,0,15,106,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,UC BERKELEY PD,65.0,0,8,73,2012,Jul,07-2012_clean.csv,
ALAMEDA COUNTY,UNION CITY PD,74.0,2,13,89,2012,Jul,07-2012_clean.csv,
ALPINE COUNTY,ALPINE COUNTY SD,15.0,0,0,15,2012,Jul,07-2012_clean.csv,
AMADOR COUNTY,AMADOR COUNTY DA,8.0,0,0,8,2012,Jul,07-2012_clean.csv,
AMADOR COUNTY,AMADOR COUNTY SD/CORONER,47.0,3,12,62,2012,Jul,07-2012_clean.csv,
AMADOR COUNTY,IONE PD,5.0,0,0,5,2012,Jul,07-2012_clean.csv,
AMADOR COUNTY,JACKSON PD,9.0,8,1,18,2012,Jul,07-2012_clean.csv,
AMADOR COUNTY,SUTTER CREEK PD,5.0,5,0,10,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,BUTTE CCD PD,4.0,0,0,4,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,BUTTE COUNTY DA,23.0,0,0,23,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,BUTTE COUNTY SD/CORONER,99.0,33,17,149,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,CHICO PD,93.0,1,21,115,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,CSU CHICO PD,15.0,0,6,21,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,GRIDLEY PD,15.0,9,7,31,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,OROVILLE PD,24.0,4,11,39,2012,Jul,07-2012_clean.csv,
BUTTE COUNTY,PARADISE PD,21.0,0,11,32,2012,Jul,07-2012_clean.csv,
CALAVERAS COUNTY,ANGELS CAMP PD,6.0,2,0,8,2012,Jul,07-2012_clean.csv,
CALAVERAS COUNTY,CALAVERAS COUNTY DA,2.0,0,0,2,2012,Jul,07-2012_clean.csv,
CALAVERAS COUNTY,CALAVERAS COUNTY SD,49.0,5,12,66,2012,Jul,07-2012_clean.csv,
COLUSA COUNTY,COLUSA COUNTY DA,2.0,0,0,2,2012,Jul,07-2012_clean.csv,
COLUSA COUNTY,COLUSA COUNTY SD,32.0,1,10,43,2012,Jul,07-2012_clean.csv,
COLUSA COUNTY,COLUSA PD,8.0,0,0,8,2012,Jul,07-2012_clean.csv,
COLUSA COUNTY,WILLIAMS PD,12.0,1,0,13,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,ANTIOCH PD,91.0,4,20,115,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,BRENTWOOD PD,61.0,0,0,61,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,CLAYTON PD,11.0,1,0,12,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,CONCORD PD,146.0,14,20,180,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,CONTRA COSTA CCD PD,22.0,0,0,22,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,CONTRA COSTA COUNTY DA,17.0,0,0,17,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,CONTRA COSTA COUNTY SD/CORONER,591.0,56,45,692,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,EL CERRITO PD,41.0,11,0,52,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,HERCULES PD,20.0,7,0,27,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,KENSINGTON PD,9.0,2,0,11,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,MARTINEZ PD,35.0,7,14,56,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,PINOLE PD,27.0,0,8,35,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,PITTSBURG PD,70.0,4,0,74,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,PLEASANT HILL PD,42.0,5,8,55,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,RICHMOND PD,189.0,2,26,217,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,SAN PABLO PD,49.0,0,0,49,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,SAN RAMON PD,58.0,0,0,58,2012,Jul,07-2012_clean.csv,
CONTRA COSTA COUNTY,WALNUT CREEK PD,75.0,34,18,127,2012,Jul,07-2012_clean.csv,
DEL NORTE COUNTY,CRESCENT CITY PD,12.0,5,0,17,2012,Jul,07-2012_clean.csv,
DEL NORTE COUNTY,DEL NORTE COUNTY DA,2.0,0,0,2,2012,Jul,07-2012_clean.csv,
DEL NORTE COUNTY,DEL NORTE COUNTY SD,28.0,12,5,45,2012,Jul,07-2012_clean.csv,
EL DORADO COUNTY,EL DORADO COUNTY DA,13.0,0,0,13,2012,Jul,07-2012_clean.csv,
EL DORADO COUNTY,EL DORADO COUNTY SD,164.0,6,27,197,2012,Jul,07-2012_clean.csv,
EL DORADO COUNTY,PLACERVILLE PD,17.0,2,6,25,2012,Jul,07-2012_clean.csv,
EL DORADO COUNTY,SOUTH LAKE TAHOE PD,37.0,8,8,53,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,CLOVIS PD,94.0,19,21,134,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,CLOVIS UNIF SCHL DIST PD,10.0,0,0,10,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,COALINGA PD,21.0,7,6,34,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,CSU FRESNO DPS,20.0,0,6,26,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,FIREBAUGH PD,11.0,7,0,18,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,FOWLER PD,12.0,3,0,15,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,FRESNO COUNTY DA,38.0,0,0,38,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,FRESNO COUNTY SD,391.0,32,37,460,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,FRESNO PD,752.0,57,90,899,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,4.0,0,0,4,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,HURON PD,6.0,14,2,22,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,KERMAN PD,18.0,8,0,26,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,KINGSBURG PD,12.0,10,4,26,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,MENDOTA PD,10.0,5,0,15,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,ORANGE COVE PD,13.0,4,0,17,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,PARLIER PD,17.0,3,0,20,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,REEDLEY PD,27.0,2,5,34,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,SANGER PD,32.0,3,0,35,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,SELMA PD,28.0,2,4,34,2012,Jul,07-2012_clean.csv,
FRESNO COUNTY,STATE CENTER CCD PD,15.0,0,0,15,2012,Jul,07-2012_clean.csv,
GLENN COUNTY,GLENN COUNTY DA,2.0,0,0,2,2012,Jul,07-2012_clean.csv,
GLENN COUNTY,GLENN COUNTY SD/CORONER,25.0,4,7,36,2012,Jul,07-2012_clean.csv,
GLENN COUNTY,ORLAND PD,9.0,0,0,9,2012,Jul,07-2012_clean.csv,
GLENN COUNTY,WILLOWS PD,8.0,0,0,8,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,ARCATA PD,27.0,3,5,35,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,CSU HUMBOLDT DPS,11.0,0,10,21,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,EUREKA PD,48.0,8,10,66,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,FERNDALE PD,6.0,1,0,7,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,FORTUNA PD,14.0,4,7,25,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,HUMBOLDT COUNTY CORONER,4.0,0,0,4,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,HUMBOLDT COUNTY DA,9.0,1,0,10,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,HUMBOLDT COUNTY SD,167.0,26,12,205,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,9.0,0,0,9,2012,Jul,07-2012_clean.csv,
HUMBOLDT COUNTY,RIO DELL PD,5.0,2,0,7,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,BRAWLEY PD,35.0,0,8,43,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,CALEXICO PD,39.0,7,7,53,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,CALIPATRIA PD,7.0,6,0,13,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,EL CENTRO PD,44.0,4,10,58,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,IMPERIAL COUNTY DA,11.0,0,0,11,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,IMPERIAL COUNTY SD,98.0,19,12,129,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,IMPERIAL PD,14.0,5,0,19,2012,Jul,07-2012_clean.csv,
IMPERIAL COUNTY,WESTMORLAND PD,5.0,4,0,9,2012,Jul,07-2012_clean.csv,
INYO COUNTY,BISHOP PD,11.0,5,6,22,2012,Jul,07-2012_clean.csv,
INYO COUNTY,INYO COUNTY DA,3.0,0,0,3,2012,Jul,07-2012_clean.csv,
INYO COUNTY,INYO COUNTY SD,36.0,11,6,53,2012,Jul,07-2012_clean.csv,
KERN COUNTY,ARVIN PD,18.0,5,6,29,2012,Jul,07-2012_clean.csv,
KERN COUNTY,BAKERSFIELD PD,356.0,24,34,414,2012,Jul,07-2012_clean.csv,
KERN COUNTY,BEAR VALLEY PD,7.0,3,9,19,2012,Jul,07-2012_clean.csv,
KERN COUNTY,CALIFORNIA CITY PD,11.0,8,5,24,2012,Jul,07-2012_clean.csv,
KERN COUNTY,CSU BAKERSFIELD DPS,11.0,0,4,15,2012,Jul,07-2012_clean.csv,
KERN COUNTY,DELANO PD,46.0,4,6,56,2012,Jul,07-2012_clean.csv,
KERN COUNTY,KERN COUNTY DA,21.0,0,0,21,2012,Jul,07-2012_clean.csv,
KERN COUNTY,KERN COUNTY-DEPT OF PARKS & REC,11.0,0,0,11,2012,Jul,07-2012_clean.csv,
KERN COUNTY,KERN COUNTY SD,887.0,84,41,1012,2012,Jul,07-2012_clean.csv,
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,21.0,0,0,21,2012,Jul,07-2012_clean.csv,
KERN COUNTY,MCFARLAND PD,11.0,15,5,31,2012,Jul,07-2012_clean.csv,
KERN COUNTY,RIDGECREST PD,31.0,8,5,44,2012,Jul,07-2012_clean.csv,
KERN COUNTY,SHAFTER PD,21.0,3,6,30,2012,Jul,07-2012_clean.csv,
KERN COUNTY,STALLION SPRINGS PD,3.0,0,0,3,2012,Jul,07-2012_clean.csv,
KERN COUNTY,TAFT PD,14.0,4,5,23,2012,Jul,07-2012_clean.csv,
KERN COUNTY,TEHACHAPI PD,14.0,5,0,19,2012,Jul,07-2012_clean.csv,
KINGS COUNTY,AVENAL PD,15.0,1,0,16,2012,Jul,07-2012_clean.csv,
KINGS COUNTY,CORCORAN PD,18.0,3,7,28,2012,Jul,07-2012_clean.csv,
KINGS COUNTY,HANFORD PD,52.0,6,15,73,2012,Jul,07-2012_clean.csv,
KINGS COUNTY,KINGS COUNTY DA,11.0,1,0,12,2012,Jul,07-2012_clean.csv,
KINGS COUNTY,KINGS COUNTY SD,75.0,7,16,98,2012,Jul,07-2012_clean.csv,
KINGS COUNTY,"KINGS COUNTY-HUMAN SVCS,WELFARE FD",6.0,0,0,6,2012,Jul,07-2012_clean.csv,
KINGS COUNTY,LEMOORE PD,29.0,2,0,31,2012,Jul,07-2012_clean.csv,
LAKE COUNTY,CLEARLAKE PD,19.0,3,5,27,2012,Jul,07-2012_clean.csv,
LAKE COUNTY,LAKE COUNTY DA,8.0,0,0,8,2012,Jul,07-2012_clean.csv,
LAKE COUNTY,LAKE COUNTY SD,53.0,1,10,64,2012,Jul,07-2012_clean.csv,
LAKE COUNTY,LAKEPORT PD,10.0,2,0,12,2012,Jul,07-2012_clean.csv,
LASSEN COUNTY,LASSEN COUNTY DA,1.0,0,0,1,2012,Jul,07-2012_clean.csv,
LASSEN COUNTY,LASSEN COUNTY SD,31.0,19,7,57,2012,Jul,07-2012_clean.csv,
LASSEN COUNTY,SUSANVILLE PD,14.0,2,0,16,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,ALHAMBRA PD,79.0,9,14,102,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,ARCADIA PD,67.0,12,11,90,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,AZUSA PD,60.0,6,11,77,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,BALDWIN PARK PD,67.0,4,10,81,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,BELL GARDENS PD,50.0,0,4,54,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,BELL PD,31.0,6,7,44,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,BEVERLY HILLS PD,112.0,20,18,150,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,27.0,0,0,27,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,BURBANK PD,155.0,12,14,181,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,BURLINGTON NORTHRN SANTA FE RR,27.0,0,0,27,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CA DEPT CORPORATIONS,3.0,0,0,3,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,6.0,0,0,6,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CERRITOS CCD PD,10.0,0,0,10,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CLAREMONT PD,35.0,3,7,45,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,30.0,0,0,30,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,COVINA PD,51.0,0,11,62,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS DPS,17.0,0,6,23,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CSU LONG BEACH PD,25.0,0,8,33,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,17.0,0,7,24,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CSU NORTHRIDGE DPS,21.0,0,5,26,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CSU POMONA DPS,18.0,0,7,25,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,CULVER CITY PD,105.0,21,9,135,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,DOWNEY PD,115.0,0,15,130,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,EL CAMINO CCD PD,24.0,0,3,27,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,EL MONTE PD,121.0,57,17,195,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,EL SEGUNDO PD,58.0,0,0,58,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,GARDENA PD,93.0,9,0,102,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,GLENDALE CCD PD,10.0,0,0,10,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,GLENDALE PD,238.0,12,28,278,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,GLENDORA PD,51.0,7,12,70,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,6.0,0,0,6,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,HAWTHORNE PD,95.0,5,0,100,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,HERMOSA BEACH PD,32.0,5,0,37,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,HUNTINGTON PARK PD,66.0,9,10,85,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,INGLEWOOD PD,178.0,0,20,198,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,INGLEWOOD UNIF SCH DIST PD,8.0,2,0,10,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,IRWINDALE PD,26.0,3,7,36,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LA VERNE PD,40.0,16,9,65,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LONG BEACH PD,818.0,38,55,911,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES CITY DPT GEN SVCS,93.0,0,9,102,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES CITY HOUSING AUTH,1.0,0,0,1,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,12.0,0,0,12,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES COUNTY CORONER,44.0,0,0,44,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES COUNTY DA,271.0,0,1,272,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES COUNTY SD,9127.0,900,586,10613,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES PD,9844.0,412,573,10829,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES PORT PD,124.0,5,6,135,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,348.0,0,0,348,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,502.0,0,0,502,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,MANHATTAN BEACH PD,61.0,5,0,66,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,MONROVIA PD,49.0,5,9,63,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,MONTEBELLO PD,74.0,17,12,103,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,3.0,2,0,5,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,MONTEREY PARK PD,68.0,30,13,111,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,23.0,18,11,52,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,PASADENA CITY CCD PD,7.0,1,5,13,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,PASADENA PD,235.0,21,33,289,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,POMONA PD,152.0,16,29,197,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,REDONDO BEACH PD,88.0,14,14,116,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SAN FERNANDO PD,31.0,18,6,55,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SAN GABRIEL PD,52.0,5,4,61,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SAN MARINO PD,26.0,0,7,33,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SANTA MONICA CCD PD,15.0,0,4,19,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SANTA MONICA PD,205.0,0,12,217,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SIERRA MADRE PD,15.0,6,4,25,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SIGNAL HILL PD,34.0,2,7,43,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0.0,0,50,50,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SOUTH GATE PD,70.0,4,9,83,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,SOUTH PASADENA PD,34.0,17,9,60,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,TORRANCE PD,208.0,0,22,230,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,UC LOS ANGELES PD,58.0,0,12,70,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,UNION PACIFIC RAILROAD,59.0,0,0,59,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,VERNON PD,47.0,0,7,54,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,WEST COVINA PD,95.0,14,14,123,2012,Jul,07-2012_clean.csv,
LOS ANGELES COUNTY,WHITTIER PD,115.0,4,13,132,2012,Jul,07-2012_clean.csv,
MADERA COUNTY,CHOWCHILLA PD,14.0,3,5,22,2012,Jul,07-2012_clean.csv,
MADERA COUNTY,MADERA COUNTY DA,7.0,0,0,7,2012,Jul,07-2012_clean.csv,
MADERA COUNTY,MADERA COUNTY SD,69.0,48,7,124,2012,Jul,07-2012_clean.csv,
MADERA COUNTY,MADERA PD,58.0,0,8,66,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,BELVEDERE PD,8.0,2,0,10,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,FAIRFAX PD,11.0,2,6,19,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,MARIN CCD PD,8.0,0,0,8,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,MARIN COUNTY DA,9.0,0,0,9,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,MARIN COUNTY SD,201.0,0,48,249,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,MARIN MUNCPL WATER DIST,6.0,0,0,6,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,MILL VALLEY PD,21.0,2,0,23,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,NOVATO PD,60.0,0,13,73,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,ROSS PD,8.0,1,0,9,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,SAN ANSELMO PD,17.0,4,5,26,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,SAN RAFAEL PD,61.0,6,13,80,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,SAUSALITO PD,16.0,0,0,16,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,TIBURON PD,13.0,5,0,18,2012,Jul,07-2012_clean.csv,
MARIN COUNTY,TWIN CITIES PD,31.0,1,10,42,2012,Jul,07-2012_clean.csv,
MARIPOSA COUNTY,MARIPOSA COUNTY DA,2.0,0,0,2,2012,Jul,07-2012_clean.csv,
MARIPOSA COUNTY,MARIPOSA COUNTY SD,40.0,14,0,54,2012,Jul,07-2012_clean.csv,
MENDOCINO COUNTY,FORT BRAGG PD,16.0,0,0,16,2012,Jul,07-2012_clean.csv,
MENDOCINO COUNTY,MENDOCINO COUNTY DA,6.0,0,0,6,2012,Jul,07-2012_clean.csv,
MENDOCINO COUNTY,MENDOCINO COUNTY SD,115.0,7,11,133,2012,Jul,07-2012_clean.csv,
MENDOCINO COUNTY,UKIAH PD,25.0,3,11,39,2012,Jul,07-2012_clean.csv,
MENDOCINO COUNTY,WILLITS PD,12.0,0,7,19,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,ATWATER PD,33.0,4,9,46,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,DOS PALOS PD,7.0,5,3,15,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,GUSTINE PD,8.0,8,1,17,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,LIVINGSTON PD,18.0,8,6,32,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,LOS BANOS PD,36.0,0,11,47,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,MERCED CCD PD,3.0,0,0,3,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,MERCED COUNTY DA,10.0,0,0,10,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,MERCED COUNTY SD,108.0,38,12,158,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,MERCED PD,87.0,18,15,120,2012,Jul,07-2012_clean.csv,
MERCED COUNTY,UC MERCED PD,11.0,0,6,17,2012,Jul,07-2012_clean.csv,
MODOC COUNTY,ALTURAS PD,6.0,0,0,6,2012,Jul,07-2012_clean.csv,
MODOC COUNTY,MODOC COUNTY DA,1.0,0,0,1,2012,Jul,07-2012_clean.csv,
MODOC COUNTY,MODOC COUNTY SD,14.0,0,3,17,2012,Jul,07-2012_clean.csv,
MONO COUNTY,MAMMOTH LAKES PD,18.0,0,0,18,2012,Jul,07-2012_clean.csv,
MONO COUNTY,MONO COUNTY DA,2.0,0,0,2,2012,Jul,07-2012_clean.csv,
MONO COUNTY,MONO COUNTY SD,28.0,1,18,47,2012,Jul,07-2012_clean.csv,
MONTEREY COUNTY,CARMEL PD,13.0,4,5,22,2012,Jul,07-2012_clean.csv,
MONTEREY COUNTY,CSU MONTEREY BAY PD,13.0,0,0,13,2012,Jul,07-2012_clean.csv,
MONTEREY COUNTY,DEL REY OAKS PD,6.0,12,0,18,2012,Jul,07-2012_clean.csv,
MONTEREY COUNTY,GONZALES PD,11.0,2,0,13,2012,Jul,07-2012_clean.csv,
MONTEREY COUNTY,GREENFIELD PD,14.0,0,0,14,2012,Jul,07-2012_clean.csv,
MONTEREY COUNTY,KING CITY PD,16.0,2,0,18,2012,Jul,07-2012_clean.csv,
